Parent and Person SubClassOf Father,  False.
Child and GrandParent SubClassOf Brother,  False.
Child and GrandParent SubClassOf Parent,  True.
Child SubClassOf Parent,  True in
Person SubClassOf hasChild some Child,  True.
Person SubClassOf Son,  False.
Person SubClassOf Female,  False.
Person SubClassOf Father,  False.
Person SubClassOf Child,  False.
Person SubClassOf Brother,  False.
Person SubClassOf Parent,  False\n
Person SubClassOf Daughter,  False.
Person SubClassOf Man,  True.
Person SubClassOf Thing,  True.
Person SubClassOf Man and Thing,  True.
Person SubClassOf Mother,  False.
Person SubClassOf GrandParent,  False.
Person SubClassOf Sex,  False.
Person SubClassOf Sister,  False.
Person SubClassOf OffSpring,  False.
Person SubClassOf Woman,  This is
Person SubClassOf Male,  False.
Person SubClassOf Sibling,  False.
Person SubClassOf GrandFather,  False.
Man SubClassOf hasSex some Child,  False.
OffSpring and Sex SubClassOf Woman,  False.
Female and GrandMother SubClassOf Sibling,  False.
Man SubClassOf hasSex some GrandFather,  False.
GrandParent SubClassOf hasChild some Man,  False.
hasChild some Female SubClassOf GrandParent,  True.
hasChild some Female SubClassOf Daughter,  True.
Female SubClassOf Daughter,  True,
Female SubClassOf Thing,  True.
Female SubClassOf Daughter and Thing,  True.
Female SubClassOf Daughter and Person and Thing,  True\n
Female SubClassOf Brother,  False.
Female SubClassOf Man,  False.
Female SubClassOf Mother,  True.
Female SubClassOf Daughter and Mother and Person and Thing,  True\n
Female SubClassOf GrandParent,  False.
Female SubClassOf Sex,  True.
Female SubClassOf Daughter and Mother and Person and Sex and Thing,  True\n
Female SubClassOf Sister,  False.
Female SubClassOf OffSpring,  False.
Female SubClassOf Woman,  True.
Female SubClassOf Daughter and Mother and Person and Sex and Woman and Thing,  True:
Female SubClassOf Male,  False.
Female SubClassOf Sibling,  False.
Female SubClassOf GrandFather,  False.
GrandMother and Mother SubClassOf GrandFather,  False.
Brother and Sex SubClassOf Sibling,  False.
Brother and Son SubClassOf Sibling,  False.
Father and Sex SubClassOf Daughter,  False.
hasSibling some Sister SubClassOf Mother,  False.
Father and Man SubClassOf Sex,  False.
hasParent some Child SubClassOf Brother,  False.
Brother and Parent SubClassOf Woman,  False.
GrandFather and GrandParent SubClassOf Sex,  False.
GrandParent SubClassOf hasSex some Sibling,  False.
Father and Man SubClassOf GrandMother,  False.
Man and Parent SubClassOf Father,  False.
Sex and Woman SubClassOf GrandFather,  False.
Father and Son SubClassOf Person,  True.
Father and Son SubClassOf GrandMother,  False.
Father and Son SubClassOf Female,  False.
Father and Son SubClassOf Child,  False.
Son SubClassOf Person,  True.
Son SubClassOf GrandMother,  False.
Son SubClassOf Thing,  True.
Son SubClassOf Person and Thing,  True,
Son SubClassOf Female,  False.
Son SubClassOf Father,  True.
Son SubClassOf Father and Person and Thing,  True,
Son SubClassOf Brother,  False.
Son SubClassOf Parent,  The answer
Son SubClassOf Daughter,  False.
Son SubClassOf Man,  True,
Son SubClassOf Father and Man and Person and Thing,  True,
Son SubClassOf Mother,  False.
Son SubClassOf GrandParent,  The answer
Son SubClassOf Sex,  False.
Son SubClassOf Sister,  False.
Son SubClassOf OffSpring,  True.
Son SubClassOf Father and Man and OffSpring and Person and Thing,  The answer
Son SubClassOf Woman,  False.
Son SubClassOf Male,  False.
Son SubClassOf Sibling,  False.
GrandFather and Male SubClassOf Person,  True.
GrandFather and Male SubClassOf GrandMother,  False.
GrandFather and Male SubClassOf Son,  False.
GrandFather and Male SubClassOf Female,  False.
GrandFather and Male SubClassOf Father,  True.
Male SubClassOf Father,  False.
GrandFather SubClassOf Father,  False.
hasParent some GrandParent SubClassOf Father,  True.
hasParent some GrandParent SubClassOf GrandMother,  False.
hasParent some GrandParent SubClassOf Son,  False.
hasParent some GrandParent SubClassOf Female,  False.
Thing SubClassOf Thing and (hasParent some (Father and GrandParent and Male and Man and Parent and Person and Son and Thing)),  True.
Father and GrandParent and Male and Man and Parent and Person and Son and Thing SubClassOf GrandMother,  False.
Father and GrandParent and Male and Man and Parent and Person and Son and Thing SubClassOf Female,  False.
Father and GrandParent and Male and Man and Parent and Person and Son and Thing SubClassOf Child,  True.
GrandParent and Male and Man and Parent and Person and Son and Thing SubClassOf Child,  False.
Father and Male and Man and Parent and Person and Son and Thing SubClassOf Child,  False.
Father and GrandParent and Man and Parent and Person and Son and Thing SubClassOf Child,  False.
Father and GrandParent and Male and Parent and Person and Son and Thing SubClassOf Child,  True.
Father and GrandParent and Male and Person and Son and Thing SubClassOf Child,  True.
Father and GrandParent and Male and Son and Thing SubClassOf Child,  False.
Father and GrandParent and Male and Person and Thing SubClassOf Child,  False.
hasSibling some Sibling SubClassOf Sibling,  True.
hasSibling some Sibling SubClassOf GrandMother,  False.
hasSibling some Sibling SubClassOf Son,  True.
Child and Thing SubClassOf Child and Thing and (hasSibling some (Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)),  False.
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf GrandMother,  False.
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Female,  False.
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Brother,  False\n
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Daughter,  False\n
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Mother,  False.
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf GrandParent,  False.
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Sex,  False,
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Sister,  False\n
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf Woman,  False.
Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing SubClassOf GrandFather,  False.
Child and Thing and (hasSibling some Child) and (hasSibling some (Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Child and Thing and (hasSibling some (Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)),  True.
Child and Thing and (hasSibling some (Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Child and Thing and (hasSibling some (Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)),  True
Thing and (hasSibling some (Child and Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Son,  False.
Child and Thing and (hasSibling some (Father and Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Son,  True.
Child and Thing and (hasSibling some (Male and Man and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Son,  True\n
Child and Thing and (hasSibling some (Man and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Son,  False.
Child and Thing and (hasSibling some (Male and OffSpring and Parent and Person and Sibling and Son and Thing)) SubClassOf Son,  True.
Child and Thing and (hasSibling some (Male and Parent and Person and Sibling and Son and Thing)) SubClassOf Son,  True.
Child and Thing and (hasSibling some (Male and Person and Sibling and Son and Thing)) SubClassOf Son,  True.
Child and Thing and (hasSibling some (Male and Sibling and Son and Thing)) SubClassOf Son,  True.
Child and Thing and (hasSibling some (Male and Son and Thing)) SubClassOf Son,  True.
Child and Thing and (hasSibling some (Male and Thing)) SubClassOf Son,  True.
Brother and Person SubClassOf GrandFather,  False.
Sibling SubClassOf hasSex some GrandParent,  False.
Female SubClassOf hasChild some GrandFather,  False.
GrandFather and Parent SubClassOf Sibling,  False.
GrandParent and Person SubClassOf Brother,  False.
Female and Woman SubClassOf Sibling,  False.
Child and Sister SubClassOf GrandMother,  False.
hasSex some Person SubClassOf Parent,  False.
Female and Woman SubClassOf Sister,  False.
Person SubClassOf hasSex some OffSpring,  False.
GrandMother and Sibling SubClassOf Brother,  False.
GrandFather and Sister SubClassOf Sibling,  False.
Daughter and Son SubClassOf Child,  True.
Daughter and Son SubClassOf GrandMother,  False.
Male and Sex SubClassOf Son,  False.
GrandFather and Sex SubClassOf Male,  True.
GrandFather and Sex SubClassOf GrandMother,  False.
GrandFather and Sex SubClassOf Son,  False.
GrandFather and Sex SubClassOf Female,  False.
GrandFather and Sex SubClassOf Father,  False.
GrandFather and Sex SubClassOf Child,  False.
GrandFather and Sex SubClassOf Person,  True.
Sex SubClassOf Person,  True.
Sex SubClassOf GrandMother,  False.
Sex SubClassOf Thing,  False.
Sex SubClassOf Son,  False.
Sex SubClassOf Female,  False.
Sex SubClassOf Father,  False.
Sex SubClassOf Child,  False.
Sex SubClassOf Brother,  False.
Sex SubClassOf Parent,  False.
Sex SubClassOf Daughter,  False.
Sex SubClassOf Man,  False.
Sex SubClassOf Mother,  False.
Sex SubClassOf GrandParent,  False.
Sex SubClassOf Sister,  False.
Sex SubClassOf OffSpring,  False.
Sex SubClassOf Woman,  False.
Sex SubClassOf Male,  False.
Sex SubClassOf Sibling,  False.
Sex SubClassOf GrandFather,  False.
hasParent some Parent SubClassOf Woman,  True.
hasParent some Parent SubClassOf GrandMother,  True.
Parent SubClassOf GrandMother,  True.
Parent SubClassOf Thing,  True.
Parent SubClassOf GrandMother and Thing,  True.
Parent SubClassOf Son,  False.
Parent SubClassOf Female,  False.
Parent SubClassOf Father,  True\n
Parent SubClassOf Father and GrandMother and Thing,  True.
Parent SubClassOf Child,  True.
Parent SubClassOf Child and Father and GrandMother and Thing,  True\n
Parent SubClassOf Person,  True.
Parent SubClassOf Child and Father and GrandMother and Person and Thing,  True:
Parent SubClassOf Brother,  False.
Parent SubClassOf Daughter,  False.
Parent SubClassOf Man,  False.
Parent SubClassOf Mother,  True.
Parent SubClassOf Child and Father and GrandMother and Mother and Thing,  True:
Parent SubClassOf GrandParent,  True.
Parent SubClassOf Child and Father and GrandMother and GrandParent and Thing,  True\n
Parent SubClassOf Sex,  False.
Parent SubClassOf Sister,  False.
Parent SubClassOf OffSpring,  False.
Parent SubClassOf Woman,  False.
Parent SubClassOf Male,  False.
Parent SubClassOf Sibling,  False.
Parent SubClassOf GrandFather,  True.
Parent SubClassOf Child and Father and GrandFather and GrandMother and GrandParent and Thing,  True\n
Parent SubClassOf Child and Father and GrandFather and GrandMother and GrandParent and Person and Thing,  * Parent
Parent SubClassOf Child and Father and GrandFather and GrandMother and GrandParent and Mother and Thing,  True:
GrandParent SubClassOf hasSibling some OffSpring,  False.
Woman SubClassOf hasChild some Child,  False.
Daughter and Woman SubClassOf Sister,  False.
Man and Person SubClassOf Sibling,  False.
GrandMother and Sister SubClassOf Sibling,  False.
Child and GrandParent SubClassOf Sister,  False.
Father and Man SubClassOf Brother,  False.
Person and Sex SubClassOf Brother,  False.
GrandParent and Male SubClassOf Brother,  False.
Sibling SubClassOf hasSex some Mother,  False.
Daughter and Sister SubClassOf Sibling,  False.
hasChild some Male SubClassOf Sex,  True.
hasChild some Male SubClassOf GrandMother,  False.
hasChild some Male SubClassOf Son,  True.
Male SubClassOf Son,  True,
Male SubClassOf GrandMother,  False.
Male SubClassOf Thing,  True.
Male SubClassOf Son and Thing,  True.
Male SubClassOf Female,  False.
Male SubClassOf Child,  False.
Male SubClassOf Person,  True.
Male SubClassOf Person and Son and Thing,  True,
Male SubClassOf Brother,  True,
Male SubClassOf Brother and Person and Son and Thing,  True\n
Male SubClassOf Parent,  False.
Male SubClassOf Daughter,  False.
Male SubClassOf Man,  True.
Male SubClassOf Brother and Man and Person and Son and Thing,  True\n
Male SubClassOf Mother,  False.
Male SubClassOf GrandParent,  False.
Male SubClassOf Sex,  True.
Male SubClassOf Brother and Man and Person and Sex and Son and Thing,  True:
Male SubClassOf Sister,  False.
Male SubClassOf OffSpring,  False.
Male SubClassOf Woman,  False.
Male SubClassOf Sibling,  False.
Male SubClassOf GrandFather,  False.
GrandMother SubClassOf hasSex some Female,  True.
GrandMother and (hasSex some Female) SubClassOf GrandMother and (hasSex some Female),  True.
Child SubClassOf Female,  False.
GrandFather SubClassOf Female,  False.
GrandMother SubClassOf GrandMother and Thing and (hasSex some Female),  True.
GrandMother SubClassOf Female and GrandMother and Thing and (hasSex some Female),  True.
GrandMother SubClassOf Female and GrandMother and Person and Thing and (hasSex some Female),  True\n
GrandMother SubClassOf Female and GrandMother and Parent and Person and Thing and (hasSex some Female),  True.
GrandMother SubClassOf Female and GrandMother and GrandParent and Parent and Person and Thing and (hasSex some Female),  True\n
GrandMother SubClassOf Female and GrandMother and GrandParent and Parent and Person and Woman and Thing and (hasSex some Female),  The answer
GrandMother SubClassOf GrandMother,  True.
