Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Can something that lives_in some Leg be considered a subcategory of 'Meat'?,  False.
Can something that lives_in some Leg be considered a subcategory of 'Carnivore'?,  False.
Can something that lives_in some Leg be considered a subcategory of 'Water'?,  False.
Can Thing be considered a subcategory of 'something that lives_in some (Animal that is also Backbone that is also Leg that is also Vertebrate)'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Egg'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Meat'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Carnivore'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Water'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Reptile'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Plant'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Cat'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Fish'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Mammal'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Herbivore'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Elephant'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Bird'?,  False.
Can Animal that is also Backbone that is also Leg that is also Vertebrate be considered a subcategory of 'Wing'?,  False.
Can something that (lives_in some Animal) that is also something that (lives_in some (Backbone that is also Leg that is also Vertebrate)) be considered a subcategory of 'something that lives_in some (Animal that is also Backbone that is also Leg that is also Vertebrate)'?,  True.
Can something that lives_in some (Animal that is also Backbone that is also Leg that is also Vertebrate) be considered a subcategory of 'something that lives_in some (Animal that is also Backbone that is also Leg that is also Vertebrate)'?,  True.
Can something that lives_in some (Backbone that is also Leg that is also Vertebrate) be considered a subcategory of 'Animal'?,  True.
Can something that lives_in some (Leg that is also Vertebrate) be considered a subcategory of 'Animal'?,  True.
Can something that lives_in some Vertebrate be considered a subcategory of 'Animal'?,  True.
Can something that lives_in some Thing be considered a subcategory of 'Animal'?,  True,
Can Reptile be considered a subcategory of 'something that lays some Water'?,  False.
Can Animal that is also Backbone be considered a subcategory of 'Elephant'?,  False.
Can something that eats some Water be considered a subcategory of 'Water'?,  False.
Can something that lays some Herbivore be considered a subcategory of 'Mammal'?,  True.
Can something that lays some Herbivore be considered a subcategory of 'Egg'?,  False.
Can something that lays some Herbivore be considered a subcategory of 'Meat'?,  False.
Can something that lays some Herbivore be considered a subcategory of 'Carnivore'?,  False.
Can something that lays some Herbivore be considered a subcategory of 'Water'?,  False.
Can something that lays some Herbivore be considered a subcategory of 'Animal'?,  True.
Can Herbivore be considered a subcategory of 'Animal'?,  True.
Can Herbivore be considered a subcategory of 'Egg'?,  False.
Can Herbivore be considered a subcategory of 'Meat'?,  False.
Can Herbivore be considered a subcategory of 'Carnivore'?,  False.
Can Herbivore be considered a subcategory of 'Water'?,  False.
Can Herbivore be considered a subcategory of 'Reptile'?,  False.
Can Herbivore be considered a subcategory of 'Plant'?,  False.
Can Herbivore be considered a subcategory of 'Vertebrate'?,  True.
Can Herbivore be considered a subcategory of 'Animal that is also Vertebrate'?,  True.
Can Herbivore be considered a subcategory of 'Cat'?,  False.
Can Herbivore be considered a subcategory of 'Fish'?,  False.
Can Herbivore be considered a subcategory of 'Mammal'?,  True.
Can Herbivore be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate'?,  True.
Can Herbivore be considered a subcategory of 'Leg'?,  False.
Can Herbivore be considered a subcategory of 'Elephant'?,  False.
Can Herbivore be considered a subcategory of 'Bird'?,  False.
Can Herbivore be considered a subcategory of 'Backbone'?,  False.
Can Herbivore be considered a subcategory of 'Wing'?,  False.
Can Elephant that is also Meat be considered a subcategory of 'Egg'?,  False.
Can Mammal that is also Water be considered a subcategory of 'Reptile'?,  False.
Can Carnivore be considered a subcategory of 'something that lives_in some Fish'?,  False.
Can Cat that is also Egg be considered a subcategory of 'Fish'?,  False.
Can Wing be considered a subcategory of 'something that lives_in some Leg'?,  False.
Can Wing be considered a subcategory of 'something that has_part some Elephant'?,  False.
Can Cat be considered a subcategory of 'something that lives_in some Fish'?,  False.
Can Backbone that is also Cat be considered a subcategory of 'Meat'?,  False.
Can Animal be considered a subcategory of 'something that has_part some Elephant'?,  False.
Can something that has_part some Herbivore be considered a subcategory of 'Water'?,  False.
Can Herbivore that is also Reptile be considered a subcategory of 'Elephant'?,  False.
Can something that lives_in some Animal be considered a subcategory of 'Meat'?,  False.
Can Plant that is also Reptile be considered a subcategory of 'Carnivore'?,  False.
Can Carnivore be considered a subcategory of 'something that eats some Carnivore'?,  False.
Can Egg that is also Elephant be considered a subcategory of 'Fish'?,  False.
Can Vertebrate be considered a subcategory of 'something that lives_in some Elephant'?,  False.
Can Elephant that is also Herbivore be considered a subcategory of 'Water'?,  False.
Can Wing be considered a subcategory of 'something that eats some Leg'?,  False.
Can Herbivore that is also Leg be considered a subcategory of 'Reptile'?,  False.
Can Reptile be considered a subcategory of 'something that eats some Mammal'?,  False.
Can Bird that is also Reptile be considered a subcategory of 'Wing'?,  False.
Can Plant be considered a subcategory of 'something that has_part some Meat'?,  False.
Can Vertebrate that is also Wing be considered a subcategory of 'Cat'?,  False.
Can Elephant be considered a subcategory of 'something that lays some Animal'?,  False.
Can Animal that is also Reptile be considered a subcategory of 'Plant'?,  False.
Can Meat be considered a subcategory of 'something that has_part some Backbone'?,  True.
Can Egg be considered a subcategory of 'something that has_part some Backbone'?,  False.
Can Thing that is also something that (has_part some Backbone) be considered a subcategory of 'Thing that is also something that (has_part some Backbone)'?,  False.
Can Meat be considered a subcategory of 'Meat'?,  False.
Can Animal be considered a subcategory of 'Meat'?,  False.
Can Animal be considered a subcategory of 'Thing that is also something that (has_part some Backbone)'?,  True.
Can Animal be considered a subcategory of 'Egg'?,  False.
Can Animal be considered a subcategory of 'Water'?,  False.
Can Animal be considered a subcategory of 'Animal'?,  False.
Can Animal be considered a subcategory of 'Reptile'?,  False.
Can Animal be considered a subcategory of 'Plant'?,  False.
Can Animal be considered a subcategory of 'Vertebrate'?,  True.
Can Animal be considered a subcategory of 'Cat'?,  False.
Can Animal be considered a subcategory of 'Fish'?,  False.
Can Animal be considered a subcategory of 'Herbivore'?,  False.
Can Animal be considered a subcategory of 'Leg'?,  False.
Can Animal be considered a subcategory of 'Elephant'?,  False.
Can Animal be considered a subcategory of 'Bird'?,  False.
Can Animal be considered a subcategory of 'Wing'?,  False.
Can Water be considered a subcategory of 'Backbone'?,  False.
Can Reptile be considered a subcategory of 'Backbone'?,  False.
Can Plant be considered a subcategory of 'Backbone'?,  False.
Can Animal be considered a subcategory of 'Vertebrate that is also Thing that is also something that (has_part some Backbone)'?,  True.
Can Animal be considered a subcategory of 'Vertebrate that is also Thing that is also something that (has_part some (Backbone that is also Vertebrate))'?,  True.
Can Animal that is also Vertebrate that is also Thing that is also something that (has_part some (Backbone that is also Vertebrate)) be considered a subcategory of 'Animal that is also Vertebrate that is also Thing that is also something that (has_part some (Backbone that is also Vertebrate))'?,  True.
Can Water be considered a subcategory of 'Backbone that is also Vertebrate'?,  False.
Can Animal be considered a subcategory of 'Backbone that is also Vertebrate'?,  True.
Can Leg be considered a subcategory of 'something that lays some Plant'?,  False.
Can Egg be considered a subcategory of 'something that has_part some Meat'?,  True,
Can Thing that is also something that (has_part some Meat) be considered a subcategory of 'Thing that is also something that (has_part some Meat)'?,  False.
Can Egg be considered a subcategory of 'Egg'?,  False.
Can Vertebrate be considered a subcategory of 'Egg'?,  False.
Can Vertebrate be considered a subcategory of 'Thing that is also something that (has_part some Meat)'?,  False.
Can Water be considered a subcategory of 'Meat'?,  False.
Can Reptile be considered a subcategory of 'Meat'?,  False.
Can Plant be considered a subcategory of 'Meat'?,  False.
Can Vertebrate be considered a subcategory of 'Meat'?,  False.
Can Backbone be considered a subcategory of 'Meat'?,  False.
Can Egg be considered a subcategory of 'Vertebrate that is also Thing that is also something that (has_part some Meat)'?,  True.
Can Egg be considered a subcategory of 'Vertebrate that is also Thing that is also something that (has_part some (Meat that is also Vertebrate))'?,  True.
Can Animal that is also Vertebrate that is also Thing that is also something that (has_part some (Meat that is also Vertebrate)) be considered a subcategory of 'Animal that is also Vertebrate that is also Thing that is also something that (has_part some (Meat that is also Vertebrate))'?,  False.
Can Vertebrate be considered a subcategory of 'Animal that is also Vertebrate that is also Thing that is also something that (has_part some (Meat that is also Vertebrate))'?,  False.
Can Egg be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Carnivore be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Water be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Animal be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Reptile be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Plant be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Vertebrate be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Cat be considered a subcategory of 'Meat that is also Vertebrate'?,  False.
Can Fish be considered a subcategory of 'Meat that is also Vertebrate'?,  True.
