Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, \nFalse
Can something that lives_in some Thing be considered a subcategory of 'Animal'?, \nFalse
Can Herbivore be considered a subcategory of 'something that lays some Mammal'?, \nFalse
Can Animal that is also Wing be considered a subcategory of 'Meat'?, \nFalse
Can Egg that is also Fish be considered a subcategory of 'Water'?, \nFalse
Can Fish that is also Leg be considered a subcategory of 'Reptile'?, \nFalse
Can something that has_part some Animal be considered a subcategory of 'Leg'?, \nFalse
Can Plant be considered a subcategory of 'Fish'?, \nFalse
Can Bird that is also Carnivore be considered a subcategory of 'Fish'?, \nFalse
Can Meat that is also Plant be considered a subcategory of 'Bird'?, \nFalse
Can Fish that is also Vertebrate be considered a subcategory of 'Reptile'?, \nFalse
Can Leg that is also Plant be considered a subcategory of 'Mammal'?, \nFalse
Can Elephant that is also Fish be considered a subcategory of 'Mammal'?, \nFalse
Can Bird that is also Cat be considered a subcategory of 'Fish'?, \nFalse
Can Plant that is also Reptile be considered a subcategory of 'Bird'?, \nFalse
Can Animal be considered a subcategory of 'something that has_part some Bird'?, \nFalse
Can something that has_part some Wing be considered a subcategory of 'Elephant'?, \nFalse
Can Carnivore that is also Reptile be considered a subcategory of 'Egg'?, \nFalse
Can Elephant that is also Water be considered a subcategory of 'Leg'?, \nFalse
Can Carnivore be considered a subcategory of 'something that lays some Bird'?, \nFalse
Can Carnivore be considered a subcategory of 'something that eats some Water'?, \nFalse
Can Egg that is also Elephant be considered a subcategory of 'Mammal'?, \nFalse
Can Vertebrate be considered a subcategory of 'something that has_part some Bird'?, \nFalse
Can Bird be considered a subcategory of 'something that eats some Reptile'?, \nFalse
Can Backbone that is also Elephant be considered a subcategory of 'Leg'?, \nFalse
Can Egg be considered a subcategory of 'something that lives_in some Elephant'?, \nFalse
Can Meat that is also Wing be considered a subcategory of 'Herbivore'?, \nFalse
Can Reptile be considered a subcategory of 'something that eats some Carnivore'?, \nTrue
Can Reptile be considered a subcategory of 'Egg'?, \nFalse
Can Reptile be considered a subcategory of 'Meat'?, \nFalse
Can Reptile be considered a subcategory of 'Carnivore'?, \nFalse
Can Reptile be considered a subcategory of 'Water'?, \nFalse
Can Reptile be considered a subcategory of 'Animal'?, \nTrue
Can Reptile be considered a subcategory of 'Plant'?, \nFalse
Can Reptile be considered a subcategory of 'Vertebrate'?, \nTrue
Can Reptile be considered a subcategory of 'Animal that is also Vertebrate'?, \nTrue
Can Reptile be considered a subcategory of 'Cat'?, \nFalse
Can Reptile be considered a subcategory of 'Fish'?, \nFalse
Can Reptile be considered a subcategory of 'Mammal'?, \nFalse
Can Reptile be considered a subcategory of 'Herbivore'?, \nFalse
Can Reptile be considered a subcategory of 'Leg'?, \nFalse
Can Reptile be considered a subcategory of 'Elephant'?, \nFalse
Can Reptile be considered a subcategory of 'Bird'?, \nFalse
Can Reptile be considered a subcategory of 'Backbone'?, \nFalse
Can Reptile be considered a subcategory of 'Wing'?, \nFalse
Can Elephant that is also Plant be considered a subcategory of 'Fish'?, \nFalse
Can Leg be considered a subcategory of 'something that has_part some Leg'?, \nTrue
Can Leg be considered a subcategory of 'Egg'?, \nFalse
Can Leg be considered a subcategory of 'Carnivore'?, \nFalse
Can Leg be considered a subcategory of 'Water'?, \nFalse
Can Leg be considered a subcategory of 'Animal'?, \nFalse
Can Leg be considered a subcategory of 'Reptile'?, \nFalse
Can Leg be considered a subcategory of 'Plant'?, \nFalse
Can Leg be considered a subcategory of 'Vertebrate'?, \nFalse
Can Leg be considered a subcategory of 'Cat'?, \nFalse
Can Leg be considered a subcategory of 'Fish'?, \nFalse
Can Leg be considered a subcategory of 'Mammal'?, \nFalse
Can Leg be considered a subcategory of 'Herbivore'?, \nFalse
Can Leg be considered a subcategory of 'Elephant'?, \nFalse
Can Leg be considered a subcategory of 'Bird'?, \nFalse
Can Leg be considered a subcategory of 'Backbone'?, \nFalse
Can Leg be considered a subcategory of 'Wing'?, \nFalse
Can Egg be considered a subcategory of 'something that has_part some Leg'?, \nFalse
Can Meat be considered a subcategory of 'something that has_part some Leg'?, \nFalse
Can Carnivore be considered a subcategory of 'something that has_part some Leg'?, \nFalse
Can Water be considered a subcategory of 'something that has_part some Leg'?, \nFalse
Can Animal be considered a subcategory of 'something that has_part some Leg'?, \nTrue
Can something that has_part some Leg be considered a subcategory of 'something that has_part some Leg'?, \nFalse
Can Animal be considered a subcategory of 'Animal'?, \nFalse
Can Plant be considered a subcategory of 'Leg'?, \nFalse
Can Fish be considered a subcategory of 'Leg'?, \nFalse
Can Herbivore be considered a subcategory of 'Leg'?, \nFalse
Can Elephant be considered a subcategory of 'Leg'?, \nFalse
Can Backbone be considered a subcategory of 'Leg'?, \nFalse
Can Animal be considered a subcategory of 'Vertebrate that is also something that (has_part some Leg)'?, \nTrue
Can Animal be considered a subcategory of 'Mammal that is also Vertebrate that is also something that (has_part some Leg)'?, \nTrue
Can Animal be considered a subcategory of 'Mammal that is also Vertebrate that is also something that (has_part some (Leg that is also Vertebrate))'?, \nTrue
Can Animal be considered a subcategory of 'Mammal that is also Vertebrate that is also something that (has_part some (Leg that is also Mammal that is also Vertebrate))'?, \nTrue
Can Animal that is also Mammal that is also Vertebrate that is also something that (has_part some (Leg that is also Mammal that is also Vertebrate)) be considered a subcategory of 'Animal that is also Mammal that is also Vertebrate that is also something that (has_part some (Leg that is also Mammal that is also Vertebrate))'?, \nTrue
Can Egg be considered a subcategory of 'Leg that is also Mammal that is also Vertebrate'?, \nFalse
Can Meat be considered a subcategory of 'Leg that is also Mammal that is also Vertebrate'?, \nFalse
Can Carnivore be considered a subcategory of 'Leg that is also Mammal that is also Vertebrate'?, \nTrue
Can Plant be considered a subcategory of 'something that lays some Elephant'?, \nFalse
Can Elephant that is also Water be considered a subcategory of 'Reptile'?, \nFalse
Can Animal that is also Herbivore be considered a subcategory of 'Cat'?, \nFalse
Can Meat be considered a subcategory of 'something that lays some Water'?, \nFalse
Can Vertebrate be considered a subcategory of 'something that has_part some Egg'?, \nFalse
Can Elephant that is also Herbivore be considered a subcategory of 'Cat'?, \nFalse
Can Backbone that is also Elephant be considered a subcategory of 'Reptile'?, \nFalse
Can Herbivore be considered a subcategory of 'something that has_part some Fish'?, \nFalse
Can something that lives_in some Leg be considered a subcategory of 'Animal'?, \nFalse
Can Reptile be considered a subcategory of 'something that lays some Water'?, \nFalse
Can Animal that is also Backbone be considered a subcategory of 'Elephant'?, \nFalse
Can something that eats some Water be considered a subcategory of 'Water'?, \nFalse
Can something that lays some Herbivore be considered a subcategory of 'Mammal'?, \nFalse
Can Elephant that is also Meat be considered a subcategory of 'Egg'?, \nFalse
Can Mammal that is also Water be considered a subcategory of 'Reptile'?, \nFalse
Can Carnivore be considered a subcategory of 'something that lives_in some Fish'?, \nFalse
Can Cat that is also Egg be considered a subcategory of 'Fish'?, \nFalse
Can Elephant that is also Water be considered a subcategory of 'Carnivore'?, \nFalse
Can Wing be considered a subcategory of 'something that lives_in some Leg'?, \nFalse
Can Wing be considered a subcategory of 'something that has_part some Elephant'?, \nFalse
Can Cat be considered a subcategory of 'something that lives_in some Fish'?, \nFalse
Can Animal be considered a subcategory of 'something that has_part some Elephant'?, \nFalse
Can something that has_part some Herbivore be considered a subcategory of 'Water'?, \nFalse
Can Herbivore that is also Reptile be considered a subcategory of 'Elephant'?, \nFalse
Can something that lives_in some Animal be considered a subcategory of 'Meat'?, \nFalse
Can Plant that is also Reptile be considered a subcategory of 'Carnivore'?, \nFalse
Can Carnivore be considered a subcategory of 'something that eats some Carnivore'?, \nFalse
Can Egg that is also Elephant be considered a subcategory of 'Fish'?, \nFalse
Can Vertebrate be considered a subcategory of 'something that lives_in some Elephant'?, \nFalse
Can Elephant that is also Herbivore be considered a subcategory of 'Water'?, \nFalse
Can Wing be considered a subcategory of 'something that eats some Leg'?, \nTrue
Can Egg be considered a subcategory of 'something that eats some Leg'?, \nFalse
Can Meat be considered a subcategory of 'something that eats some Leg'?, \nFalse
Can Carnivore be considered a subcategory of 'something that eats some Leg'?, \nTrue
Can something that eats some Leg be considered a subcategory of 'something that eats some Leg'?, \nTrue
Can Carnivore be considered a subcategory of 'Animal that is also something that (eats some Leg)'?, \nTrue
Can Carnivore be considered a subcategory of 'Animal that is also Cat that is also something that (eats some Leg)'?, \nTrue
Can Carnivore be considered a subcategory of 'Animal that is also Cat that is also Mammal that is also something that (eats some Leg)'?, \nTrue
Can Carnivore be considered a subcategory of 'Carnivore'?, \nFalse
Can Carnivore be considered a subcategory of 'Animal that is also Cat that is also Mammal that is also something that (eats some (Animal that is also Leg))'?, \nFalse
Can Carnivore be considered a subcategory of 'Animal that is also Cat that is also Mammal that is also something that (eats some (Cat that is also Leg))'?, \nTrue
Can Carnivore be considered a subcategory of 'Animal that is also Cat that is also Mammal that is also something that (eats some (Cat that is also Leg that is also Mammal))'?, \nTrue
Can Animal that is also Cat that is also Mammal that is also Meat that is also something that (eats some (Cat that is also Leg that is also Mammal)) be considered a subcategory of 'Animal that is also Cat that is also Mammal that is also Meat that is also something that (eats some (Cat that is also Leg that is also Mammal))'?, \nTrue
Can Egg be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Meat be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Water be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Animal be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Reptile be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Plant be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Vertebrate be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Fish be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Mammal be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Herbivore be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Leg be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Elephant be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Bird be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Backbone be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Wing be considered a subcategory of 'Cat that is also Leg that is also Mammal'?, \nFalse
Can Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate that is also something that (eats some (Cat that is also Leg that is also Mammal)) be considered a subcategory of 'Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate that is also something that (eats some (Cat that is also Leg that is also Mammal))'?, \nTrue
Can Carnivore be considered a subcategory of 'Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate that is also something that (eats some (Animal that is also Cat that is also Leg that is also Mammal))'?, \nTrue
Can Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate that is also something that (eats some (Animal that is also Cat that is also Leg that is also Mammal that is also Meat)) be considered a subcategory of 'Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate that is also something that (eats some (Animal that is also Cat that is also Leg that is also Mammal that is also Meat))'?, \nTrue
Can Egg be considered a subcategory of 'Animal that is also Cat that is also Leg that is also Mammal that is also Meat'?, \nFalse
Can Meat be considered a subcategory of 'Animal that is also Cat that is also Leg that is also Mammal that is also Meat'?, \nTrue
