Parent and Person SubClassOf Father, \nTrue
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Woman that is also Thing))'?, \nFalse
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also Male that is also OffSpring that is also Parent that is also Thing))'?, \nFalse
Can Person be considered a subcategory of 'Child that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Sibling that is also Thing))'?, False.
Can Child that is also Father that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Thing)) be considered a subcategory of 'Child that is also Father that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Thing))'?, \nFalse
Can GrandMother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Thing))'?, \nFalse
Can Brother be considered a subcategory of 'Child that is also Father that is also Female that is also GrandFather that is also GrandMother that is also GrandParent that is also Mother that is also OffSpring that is also Parent that is also Son that is also Woman that is also Thing that is also something that (hasChild some (Child that is also GrandFather that is also GrandParent that is also OffSpring that is also Parent that is also Thing))'?, \nFalse
Can Daughter be considered a subcategory of 'something that hasParent some Father'?, \nFalse
Can Woman be considered a subcategory of 'something that hasParent some GrandParent'?, \nFalse
Can Male be considered a subcategory of 'something that hasParent some Daughter'?, \nFalse
Can Sibling be considered a subcategory of 'something that hasParent some Mother'?, True
Can GrandMother be considered a subcategory of 'something that hasParent some Mother'?, True
Can GrandMother that is also something that (hasParent some Mother) be considered a subcategory of 'GrandMother that is also something that (hasParent some Mother)'?, \nFalse
Can Thing be considered a subcategory of 'GrandMother that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also something that (hasParent some Mother)'?, True
Can Person be considered a subcategory of 'GrandMother that is also something that (hasParent some Mother)'?, False
Can Daughter be considered a subcategory of 'Female'?, True
Can Male be considered a subcategory of 'Female'?, True
Can Sibling be considered a subcategory of 'Female'?, \nTrue
Can Female be considered a subcategory of 'GrandMother that is also Person that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also Mother that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also GrandParent that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some Mother)'?, True
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also Woman that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also Male that is also OffSpring that is also something that (hasParent some Mother)'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also Sibling that is also something that (hasParent some Mother)'?, False
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also Mother))'?, True
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also Mother that is also Person))'?, False.
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Daughter that is also Female that is also Mother))'?, False.
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, True
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also GrandParent that is also Mother that is also OffSpring))'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also GrandParent that is also Mother that is also Woman))'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also GrandParent that is also Male that is also Mother))'?, \nFalse
Can Female be considered a subcategory of 'GrandMother that is also OffSpring that is also something that (hasParent some (Female that is also GrandParent that is also Mother that is also Sibling))'?, \nFalse
Can GrandMother that is also OffSpring that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother)) be considered a subcategory of 'GrandMother that is also OffSpring that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, True
Can Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother)) be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, False.
Can Person be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, False.
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also Mother that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, False.
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also GrandParent that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, False.
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Sibling that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother))'?, False.
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Female that is also GrandParent that is also Mother that is also Person))'?, True
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also Person))'?, True
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also OffSpring that is also Person))'?, \nFalse
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also Person that is also Woman))'?, \nFalse
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Male that is also Mother that is also Person))'?, \nFalse
Can Female be considered a subcategory of 'Daughter that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also Person that is also Sibling))'?, \nFalse
Can Daughter that is also Female that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also Person)) be considered a subcategory of 'Daughter that is also Female that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also Person))'?, \nFalse
Can Person be considered a subcategory of 'Daughter that is also Female that is also GrandMother that is also Male that is also OffSpring that is also Person that is also Son that is also Woman that is also Thing that is also something that (hasParent some (Daughter that is also Female that is also GrandParent that is also Mother that is also Person))'?, False.
