Parent and Person SubClassOf Father,  False.
Female and GrandFather SubClassOf GrandParent,  False.
hasChild some Sister SubClassOf Brother,  False.
GrandMother and Mother SubClassOf Female,  True.
GrandMother and Mother SubClassOf Son,  False.
GrandMother SubClassOf Female,  True.
GrandMother SubClassOf Thing,  False.
GrandMother SubClassOf Son,  False.
GrandMother SubClassOf Father,  False.
GrandMother SubClassOf Child,  False.
GrandMother SubClassOf Person,  False.
GrandMother SubClassOf Brother,  False.
GrandMother SubClassOf Parent,  False.
GrandMother SubClassOf Daughter,  False.
GrandMother SubClassOf Man,  False.
GrandMother SubClassOf Mother,  False.
GrandMother SubClassOf GrandParent,  False.
GrandMother SubClassOf Sex,  False.
GrandMother SubClassOf Sister,  False.
GrandMother SubClassOf OffSpring,  False.
GrandMother SubClassOf Woman,  True.
GrandMother SubClassOf Female and Woman,  True:
GrandMother SubClassOf Male,  False.
GrandMother SubClassOf Sibling,  False.
GrandMother SubClassOf GrandFather,  False.
Father and OffSpring SubClassOf Son,  False.
OffSpring and Person SubClassOf Mother,  False.
Mother SubClassOf Man,  False.
OffSpring and Woman SubClassOf Father,  False.
Sibling SubClassOf Woman,  False.
hasChild some Father SubClassOf GrandMother,  I cannot
Child SubClassOf hasChild some Sister,  False.
GrandMother and Parent SubClassOf Sister,  False.
Child and Daughter SubClassOf GrandFather,  False.
Sex and Sister SubClassOf Man,  False.
Brother and Man SubClassOf GrandParent,  False.
GrandParent and Woman SubClassOf GrandFather,  False.
hasParent some Son SubClassOf Sibling,  False.
Man and OffSpring SubClassOf Father,  False.
GrandParent and Son SubClassOf Father,  False.
GrandParent and Sex SubClassOf GrandMother,  False.
GrandParent and Son SubClassOf Person,  False.
Female SubClassOf hasChild some Child,  True for
Daughter and Sister SubClassOf Male,  False.
Child and Daughter SubClassOf Male,  False.
Man and Parent SubClassOf Sister,  False.
Father and Person SubClassOf GrandParent,  False.
Person and Sibling SubClassOf Mother,  False.
Sibling SubClassOf hasParent some Mother,  False.
Daughter and Sibling SubClassOf Mother,  False.
GrandParent and Man SubClassOf GrandMother,  False.
Daughter and GrandParent SubClassOf GrandMother,  False.
GrandMother and Person SubClassOf Father,  False.
Parent SubClassOf hasSex some Man,  False.
hasParent some Woman SubClassOf OffSpring,  False.
Child and GrandMother SubClassOf Brother,  False.
Child and GrandFather SubClassOf Woman,  False.
Parent and Person SubClassOf Woman,  False.
GrandParent and Sibling SubClassOf Child,  False.
Sex and Sibling SubClassOf Child,  False.
Father and Parent SubClassOf Brother,  False.
GrandParent and Man SubClassOf Male,  False.
Male SubClassOf hasSex some Woman,  False.
GrandMother and Sibling SubClassOf Male,  False.
Brother and Female SubClassOf Son,  False.
GrandFather and Mother SubClassOf Parent,  False.
OffSpring and Person SubClassOf Male,  False.
Female and Sex SubClassOf GrandMother,  False.
Female and Sister SubClassOf Parent,  False.
GrandMother and GrandParent SubClassOf Daughter,  False.
Man and Sibling SubClassOf Daughter,  False.
Parent SubClassOf Sex,  False.
GrandFather and Man SubClassOf Mother,  False.
Sex SubClassOf hasSex some Brother,  False.
Brother SubClassOf hasChild some Mother,  False.
Female and GrandParent SubClassOf OffSpring,  False.
Mother and Sibling SubClassOf OffSpring,  False.
hasParent some Sex SubClassOf Son,  False.
hasSibling some Brother SubClassOf Son,  False.
GrandMother and Son SubClassOf Mother,  False.
Father and Person SubClassOf OffSpring,  False.
Female and GrandFather SubClassOf Brother,  False.
Brother and Sibling SubClassOf GrandMother,  False.
Female SubClassOf hasParent some Person,  True.
Female SubClassOf Woman and Thing,  True,
Female SubClassOf Person and Woman and Thing,  Here are
Female SubClassOf Sex and Woman and Thing,  False:
Daughter and Father SubClassOf Sister,  False.
GrandFather and Sex SubClassOf Sister,  False.
Male and Man SubClassOf GrandFather,  False.
hasSex some Mother SubClassOf Man,  False.
Brother SubClassOf hasSibling some GrandParent,  False.
Sister and Woman SubClassOf GrandFather,  False.
GrandMother and Man SubClassOf Sibling,  False.
Father and Person SubClassOf Sibling,  False.
hasSibling some OffSpring SubClassOf Man,  False.
Sister and Son SubClassOf Daughter,  False.
OffSpring and Woman SubClassOf Mother,  False.
Mother and Person SubClassOf GrandParent,  False.
Female and Man SubClassOf Father,  False.
Brother and Mother SubClassOf Sister,  False.
GrandParent and Sister SubClassOf Person,  False.
Person SubClassOf hasParent some Person,  True.
Person SubClassOf GrandMother,  False.
Person SubClassOf Son,  False.
Person SubClassOf Female,  False.
Person SubClassOf Father,  False.
Person SubClassOf Child,  False.
Person SubClassOf Brother,  False.
Person SubClassOf Parent,  False.
Person SubClassOf Daughter,  False.
Person SubClassOf Man,  False.
Person SubClassOf Mother,  False.
Person SubClassOf GrandParent,  False.
Person SubClassOf Sex,  False.
Person SubClassOf Sister,  False.
Person SubClassOf OffSpring,  False.
Person SubClassOf Woman,  False.
Person SubClassOf Male,  False.
Person SubClassOf Sibling,  False.
Person SubClassOf GrandFather,  False.
GrandMother SubClassOf hasParent some Person,  False.
Thing SubClassOf hasParent some Person,  False.
Son SubClassOf hasParent some Person,  False.
Thing and (hasParent some Person) SubClassOf Thing and (hasParent some Person),  True.
Brother SubClassOf Person,  False.
Sex SubClassOf Person,  False.
Woman SubClassOf Person,  True.
Woman SubClassOf GrandMother,  False.
Woman SubClassOf Thing,  True.
Woman SubClassOf Person and Thing,  True,
Woman SubClassOf Son,  False.
Woman SubClassOf Female,  True.
Woman SubClassOf Female and Person and Thing,  Here are
Woman SubClassOf Father,  False.
Woman SubClassOf Child,  False.
Woman SubClassOf Brother,  False.
Woman SubClassOf Parent,  False.
Woman SubClassOf Daughter,  False.
Woman SubClassOf Man,  False.
Woman SubClassOf Mother,  False.
Woman SubClassOf GrandParent,  False.
Woman SubClassOf Sex,  False.
Woman SubClassOf Sister,  False.
Woman SubClassOf OffSpring,  False.
Woman SubClassOf Male,  False.
Woman SubClassOf Sibling,  False.
Woman SubClassOf GrandFather,  False.
Sibling SubClassOf Brother,  False.
OffSpring and Woman SubClassOf GrandMother,  False.
Male and Son SubClassOf GrandMother,  False.
Daughter and Person SubClassOf Man,  False.
Child and Female SubClassOf Father,  False.
GrandFather and Person SubClassOf Man,  False,
Parent and Sibling SubClassOf Person,  True for
Mother and Parent SubClassOf Father,  False.
OffSpring SubClassOf hasParent some Sister,  False.
hasSex some Parent SubClassOf Child,  False.
Mother and Person SubClassOf Parent,  False.
GrandParent SubClassOf hasSex some Brother,  False.
hasChild some Man SubClassOf Son,  False.
GrandParent and Sister SubClassOf Son,  False.
OffSpring SubClassOf hasChild some Parent,  False.
GrandMother and Son SubClassOf Male,  True.
GrandMother and Son SubClassOf Father,  False.
GrandMother and Son SubClassOf Child,  False.
GrandMother and Son SubClassOf Brother,  False.
GrandMother and Son SubClassOf Parent,  False.
GrandMother and Son SubClassOf Daughter,  False.
GrandMother and Son SubClassOf Man,  True.
Sex SubClassOf hasSex some Parent,  True (
Female and Mother SubClassOf Sister,  False.
Sex and Son SubClassOf GrandMother,  False.
Person and Woman SubClassOf Brother,  False.
Daughter and Sister SubClassOf Parent,  False.
OffSpring and Parent SubClassOf GrandFather,  False.
Son SubClassOf hasParent some Man,  False.
Sex SubClassOf hasChild some Sex,  True.
Sex SubClassOf GrandMother,  False.
Sex SubClassOf Son,  False.
Sex SubClassOf Female,  False.
Sex SubClassOf Father,  False.
Sex SubClassOf Child,  False.
Sex SubClassOf Brother,  False.
Sex SubClassOf Parent,  False.
Sex SubClassOf Daughter,  False.
Sex SubClassOf Man,  False.
Sex SubClassOf Mother,  False.
Sex SubClassOf GrandParent,  False.
Sex SubClassOf Sister,  False.
Sex SubClassOf Woman,  False.
Sex SubClassOf Male,  False.
Sex SubClassOf Sibling,  False.
Sex SubClassOf GrandFather,  False.
GrandMother SubClassOf hasChild some Sex,  False.
Thing SubClassOf hasChild some Sex,  False.
Son SubClassOf hasChild some Sex,  False.
Female SubClassOf hasChild some Sex,  True for
Father SubClassOf hasChild some Sex,  False.
Child SubClassOf hasChild some Sex,  False.
Person SubClassOf hasChild some Sex,  False.
Brother SubClassOf hasChild some Sex,  False.
Parent SubClassOf hasChild some Sex,  False.
Daughter SubClassOf hasChild some Sex,  False.
Man SubClassOf hasChild some Sex,  False.
Mother SubClassOf hasChild some Sex,  False.
GrandParent SubClassOf hasChild some Sex,  False.
Thing and (hasChild some Sex) SubClassOf Thing and (hasChild some Sex),  True for
Sex SubClassOf Thing,  False.
Sex SubClassOf Sex,  True.
Brother SubClassOf Sex,  False.
Man SubClassOf Sex,  False.
Mother SubClassOf Sex,  False.
GrandParent SubClassOf Sex,  False.
Male SubClassOf Sex and Thing,  False:
Male SubClassOf Person and Sex,  True for
Male SubClassOf Man and Sex,  True for
hasSibling some Female SubClassOf Sister,  True.
Thing SubClassOf Thing and (hasSibling some (Female and Person and Sex and Woman and Thing)),  False.
Female and Person and Sex and Woman and Thing SubClassOf GrandMother,  False.
Female and Person and Sex and Woman and Thing SubClassOf Son,  False for
Female and Person and Sex and Woman and Thing SubClassOf Father,  False.
Female and Person and Sex and Woman and Thing SubClassOf Child,  False for
Female and Person and Sex and Woman and Thing SubClassOf Brother,  False.
Female and Person and Sex and Woman and Thing SubClassOf Parent,  I.
Female and Person and Sex and Woman and Thing SubClassOf Daughter,  False.
Female and Person and Sex and Woman and Thing SubClassOf Man,  False for
Female and Person and Sex and Woman and Thing SubClassOf Mother,  False.
Female and Person and Sex and Woman and Thing SubClassOf GrandParent,  False.
Female and Person and Sex and Woman and Thing SubClassOf Sister,  False.
Female and Person and Sex and Woman and Thing SubClassOf OffSpring,  False.
Female and Person and Sex and Woman and Thing SubClassOf Male,  False for
Female and Person and Sex and Woman and Thing SubClassOf Sibling,  False.
Female and Person and Sex and Woman and Thing SubClassOf GrandFather,  False.
Thing and (hasSibling some Female) and (hasSibling some (Person and Sex and Woman and Thing)) SubClassOf Thing and (hasSibling some (Female and Person and Sex and Woman and Thing)),  False.
Thing and (hasSibling some Female) and (hasSibling some (Person and Sex and Woman and Thing)) SubClassOf Female,  False.
Thing and (hasSibling some (Female and Person and Sex and Woman and Thing)) SubClassOf Thing and (hasSibling some (Female and Person and Sex and Woman and Thing)),  True.
Thing and (hasSibling some (Person and Sex and Woman and Thing)) SubClassOf Female,  False.
Thing and (hasSibling some (Female and Sex and Woman and Thing)) SubClassOf Female,  False.
Thing and (hasSibling some (Female and Person and Woman and Thing)) SubClassOf Female,  False.
Thing and (hasSibling some (Female and Person and Sex and Thing)) SubClassOf Female,  False.
Father and Mother SubClassOf Sister,  False.
GrandParent and Parent SubClassOf Father,  False.
hasParent some Sibling SubClassOf Father,  False.
Female and Sister SubClassOf GrandParent,  False.
Brother and Man SubClassOf GrandFather,  False.
GrandFather SubClassOf hasSex some Person,  False.
Sibling SubClassOf hasChild some GrandParent,  False.
hasSex some Son SubClassOf Daughter,  False.
hasSibling some GrandMother SubClassOf Daughter,  False.
Mother and Woman SubClassOf Man,  False.
Male and OffSpring SubClassOf Female,  False.
hasSex some Daughter SubClassOf Parent,  False.
hasSibling some Sex SubClassOf Parent,  False.
Female SubClassOf hasParent some Female,  True.
GrandMother SubClassOf hasParent some Female,  False.
Thing SubClassOf hasParent some Female,  False.
Son SubClassOf hasParent some Female,  False.
Thing and (hasParent some Female) SubClassOf Thing and (hasParent some Female),  True.
Brother SubClassOf Female,  False.
Parent SubClassOf Female,  False.
Man SubClassOf Female,  False.
Mother SubClassOf Female,  False.
GrandParent SubClassOf Female,  False.
Woman SubClassOf Female and Thing,  True for
Woman SubClassOf Female and Person,  True,
Sex and Sister SubClassOf Son,  False.
Child and Sex SubClassOf Son,  False.
GrandParent and Sibling SubClassOf GrandMother,  False.
Brother and Sister SubClassOf Male,  False.
GrandFather SubClassOf hasParent some Male,  False.
Child and Sibling SubClassOf GrandFather,  False.
GrandFather and Man SubClassOf GrandMother,  False.
Daughter and Mother SubClassOf GrandFather,  False.
hasChild some Male SubClassOf Sister,  False.
Father and GrandMother SubClassOf Sister,  False.
Daughter and Woman SubClassOf Child,  False.
Father and Sister SubClassOf OffSpring,  False.
Brother and Male SubClassOf Son,  False.
hasParent some Woman SubClassOf Son,  False.
Female and OffSpring SubClassOf Male,  False.
Mother and Son SubClassOf Male,  False.
GrandFather and Man SubClassOf OffSpring,  False.
GrandParent and Person SubClassOf Parent,  False.
hasSex some GrandFather SubClassOf Son,  False.
Male and Woman SubClassOf Child,  False.
Daughter SubClassOf hasParent some Parent,  True for
Daughter SubClassOf hasParent some Sex,  False.
Female and Sibling SubClassOf Child,  False.
Daughter and Woman SubClassOf Mother,  False.
Father and Sister SubClassOf Sibling,  False.
GrandFather and Man SubClassOf Person,  True.
GrandFather and Man SubClassOf Son,  False.
GrandFather and Man SubClassOf Female,  False.
GrandFather and Man SubClassOf Father,  False.
GrandFather and Man SubClassOf Child,  False.
GrandFather SubClassOf Person,  False.
Child SubClassOf hasParent some Female,  False.
GrandParent and Parent SubClassOf Female,  False.
OffSpring and Parent SubClassOf Sex,  False.
hasChild some Sibling SubClassOf Daughter,  False.
Sex and Son SubClassOf Child,  False.
Sibling SubClassOf hasChild some Brother,  False.
GrandMother and Sex SubClassOf Mother,  False.
Daughter SubClassOf hasParent some Sister,  False.
GrandParent and Mother SubClassOf Sibling,  False.
Child and GrandFather SubClassOf Father,  False.
Mother and Parent SubClassOf GrandParent,  False.
Child and Female SubClassOf GrandParent,  False.
Father and GrandParent SubClassOf Daughter,  False.
Child and Son SubClassOf Brother,  False.
Male and Sister SubClassOf Mother,  False.
Father and Sex SubClassOf Child,  False.
Sex SubClassOf hasSibling some Male,  False.
OffSpring and Sibling SubClassOf GrandMother,  False.
Daughter and Man SubClassOf GrandFather,  False.
